"sf__Id","sf__Error",Id,Well_Type__c,Status__c,Production_Status__c,Total_Oil_Volume_12M__c,Total_Depth__c,True_Vertical_Depth__c,Formation__c,Spud_Date__c,Completion_Date__c,Last_Production_Date__c,Regulatory_District__c,API_Number__c
"a0Qak00000ktCZdEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCZdEAM","Oil","Shut-In","Shut-In","14109.13","18212.72","13911.01","Marcellus","2022-09-09","2023-03-27","2026-03-09","PRD-08","92-363-34405-110"
"a0Qak00000ktCZuEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCZuEAM","Oil","Producing","Artificial Lift","4777.85","16092.81","10743.66","Utica","2016-09-07","2017-05-02","2026-06-04","PRD-07","75-435-21368-111"
"a0Qak00000ktCgsEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgsEAE","Oil","Producing","Flowing","78809.54","9774.54","9066.27","Bakken","2025-01-23","2025-09-06","2026-06-23","PRD-08","44-437-49576-112"
"a0Qak00000ktCfDEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfDEAU","Gas","Producing","Flowing","77228.43","9781.82","7426.77","Utica","2024-09-14","2025-05-14","2026-06-08","PRD-08","78-921-97044-114"
"a0Qak00000ktChSEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktChSEAU","Gas","Producing","Artificial Lift","2979.07","8511.59","6672.47","Fayetteville","2026-01-19","2026-03-29","2026-06-01","PRD-02","17-948-81781-115"
"a0Qak00000ktCZ8EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCZ8EAM","Oil","Shut-In","Artificial Lift","5257.71","14244.1","9125.97","Marcellus","2017-03-11","2017-12-16","2026-04-15","PRD-08","17-564-27294-116"
"a0Qak00000ktCgzEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgzEAE","Oil","Producing","Flowing","18752.89","9623.78","8492.22","Bone Spring","2025-09-19","2026-05-09","2026-06-22","PRD-01","37-692-19572-117"
"a0Qak00000ktCffEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCffEAE","Water Disposal","Producing","Artificial Lift","50175.63","5602.56","5115.01","Monterey","2024-12-18","2025-02-02","2026-06-21","PRD-07","33-887-27750-118"
"a0Qak00000ktCbfEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbfEAE","Water Disposal","Producing","Artificial Lift","44154.91","14171.15","10375.04","Eagle Ford","2023-08-30","2024-07-01","2026-06-26","PRD-06","25-282-80419-119"
"a0Qak00000ktCbcEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbcEAE","Injection","Producing","Artificial Lift","29474.86","5034.73","3060.9","Haynesville","2024-04-09","2025-02-11","2026-06-17","PRD-07","39-353-70375-120"
"a0Qak00000ktCg2EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCg2EAE","Injection","Producing","Flowing","58681.54","13722.12","9408.67","Bakken","2024-08-04","2025-04-15","2026-06-23","PRD-04","17-243-76046-122"
"a0Qak00000ktCf7EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCf7EAE","Water Disposal","Producing","Shut-In","52447.17","10774.75","9378.22","Tuscaloosa","2025-02-06","2025-07-07","2026-06-21","PRD-03","94-633-38972-123"
"a0Qak00000ktCgeEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgeEAE","Water Disposal","Producing","Flowing","76653.82","13797.14","12680.29","Wolfcamp","2023-10-31","2024-07-05","2026-06-13","PRD-08","16-452-94320-124"
"a0Qak00000ktCaZEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCaZEAU","Oil","Suspended","Artificial Lift","6536.71","9790.61","7164.39","Spraberry","2017-09-20","2018-06-19","2026-06-23","PRD-04","48-978-28920-125"
"a0Qak00000ktCj7EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCj7EAE","Water Disposal","Producing","Shut-In","2811.93","9774.5","7771.22","Permian Basin","2025-10-19","2026-03-22","2026-06-22","PRD-04","52-762-20363-126"
"a0Qak00000ktCYhEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCYhEAM","Oil","Shut-In","Flowing","5327.98","19484.24","11795.11","Monterey","2022-02-13","2022-05-14","2025-09-28","PRD-04","99-718-36805-128"
"a0Qak00000ktCdHEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdHEAU","Oil","Producing","Flowing","35904.98","7830.59","5976.21","Wolfcamp","2024-11-23","2025-05-29","2026-06-22","PRD-06","75-609-71080-129"
"a0Qak00000ktCWMEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCWMEA2","Oil","Suspended","Shut-In","11543.62","11842.8","7947.64","Niobrara","2019-09-17","2019-11-09","2026-06-12","PRD-04","28-116-44180-130"
"a0Qak00000ktCf6EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCf6EAE","Injection","Producing","Flowing","61800.78","7951.92","5317.19","Marcellus","2024-06-21","2025-05-08","2026-06-04","PRD-04","73-663-95800-131"
"a0Qak00000ktCZSEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCZSEA2","Oil","Producing","Flowing","14514.37","15700.33","12116.08","Permian Basin","2020-03-25","2020-07-19","2026-06-26","PRD-08","33-655-94123-132"
"a0Qak00000ktCZwEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCZwEAM","Oil","Producing","Shut-In","5911.41","15414.02","12845.49","Utica","2018-04-25","2019-01-29","2026-06-30","PRD-01","78-664-63914-134"
"a0Qak00000ktCghEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCghEAE","Gas","Producing","Flowing","32858.15","14774.79","8953.52","Tuscaloosa","2023-11-03","2024-07-10","2026-06-05","PRD-03","23-198-78732-135"
"a0Qak00000ktCe3EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCe3EAE","Oil","Producing","Artificial Lift","31407.18","8544.41","7503.94","Eagle Ford","2024-09-19","2025-05-14","2026-06-16","PRD-04","99-331-49318-136"
"a0Qak00000ktCgkEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgkEAE","Water Disposal","Producing","Artificial Lift","64373.08","5935.01","4348.83","Fayetteville","2024-12-02","2025-01-29","2026-06-10","PRD-01","99-275-20837-137"
"a0Qak00000ktCW3EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCW3EAM","Oil","Producing","Artificial Lift","13920.98","18791.74","14981.31","Bakken","2021-12-18","2022-06-27","2026-06-30","PRD-04","85-247-62205-139"
"a0Qak00000ktCWAEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Plugged".:--","a0Qak00000ktCWAEA2","Oil","Plugged","Artificial Lift","8677.39","14800.35","13280.43","Wolfcamp","2017-11-21","2018-06-08","2025-11-16","PRD-03","98-841-20279-140"
"a0Qak00000ktCeKEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeKEAU","Injection","Producing","Shut-In","18490.27","9370.88","8373.22","Niobrara","2023-10-11","2024-09-19","2026-05-31","PRD-07","51-130-93115-141"
"a0Qak00000ktCW6EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCW6EAM","Oil","Suspended","Shut-In","1689.55","9850.65","8364.06","Wolfcamp","2022-02-21","2022-10-08","2026-06-20","PRD-06","23-193-10680-143"
"a0Qak00000ktCZKEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Plugged".:--","a0Qak00000ktCZKEA2","Oil","Plugged","Artificial Lift","11539.52","9226.78","5817.98","Woodford","2018-08-08","2019-06-19","2025-08-20","PRD-07","23-126-21746-144"
"a0Qak00000ktCcpEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcpEAE","Gas","Producing","Flowing","53872.85","8244.3","6058.19","Haynesville","2024-08-18","2025-04-03","2026-06-06","PRD-02","81-348-84967-145"
"a0Qak00000ktCaYEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCaYEAU","Oil","Shut-In","Artificial Lift","4399.32","11220.88","7305.66","Permian Basin","2019-02-26","2019-08-16","2025-10-28","PRD-05","71-901-20082-146"
"a0Qak00000ktCh5EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCh5EAE","Water Disposal","Producing","Shut-In","61858.46","9958.02","8124.09","Barnett","2025-11-04","2026-02-11","2026-06-21","PRD-01","60-440-91289-147"
"a0Qak00000ktCWvEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCWvEAM","Oil","Suspended","Artificial Lift","5353.68","17785.71","16021.86","Utica","2022-06-21","2022-12-21","2026-06-20","PRD-04","71-421-33283-148"
"a0Qak00000ktCZ0EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Plugged".:--","a0Qak00000ktCZ0EAM","Oil","Plugged","Abandoned","4726.0","16339.49","12611.68","Utica","2021-03-30","2021-10-12","2025-11-20","PRD-05","60-473-24927-149"
"a0Qak00000ktCiTEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCiTEAU","Water Disposal","Producing","Flowing","4986.32","4259.49","3700.08","Bakken","2025-10-17","2026-03-03","2026-06-16","PRD-05","98-170-63627-150"
"a0Qak00000ktCgHEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgHEAU","Water Disposal","Producing","Flowing","31424.31","6541.43","4893.61","Woodford","2025-07-01","2026-03-17","2026-06-11","PRD-08","84-510-80040-151"
"a0Qak00000ktCbmEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbmEAE","Gas","Producing","Artificial Lift","38369.42","13955.02","10995.4","Wolfcamp","2025-12-10","2026-03-05","2026-06-06","PRD-04","94-780-56531-152"
"a0Qak00000ktCbwEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbwEAE","Gas","Producing","Flowing","65202.25","10885.9","8438.35","Niobrara","2025-08-02","2026-05-06","2026-06-27","PRD-05","63-187-25213-154"
"a0Qak00000ktCa1EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCa1EAE","Oil","Producing","Artificial Lift","11871.91","14253.38","10289.59","Eagle Ford","2018-11-14","2019-08-02","2026-06-20","PRD-02","48-145-25084-155"
"a0Qak00000ktCcJEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcJEAU","Water Disposal","Producing","Flowing","22108.57","13000.5","12031.61","Bone Spring","2024-12-04","2025-09-24","2026-06-25","PRD-03","52-673-65885-156"
"a0Qak00000ktCZ7EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCZ7EAM","Oil","Producing","Artificial Lift","3174.55","15685.75","11783.87","Bakken","2017-04-02","2017-08-11","2026-06-16","PRD-07","59-104-38153-157"
"a0Qak00000ktCfZEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfZEAU","Injection","Producing","Artificial Lift","67567.44","5625.64","3575.73","Tuscaloosa","2024-07-26","2024-11-28","2026-06-19","PRD-06","35-568-24936-158"
"a0Qak00000ktCiSEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCiSEAU","Gas","Producing","Artificial Lift","3360.55","5192.3","3548.94","Eagle Ford","2025-10-05","2026-05-14","2026-06-08","PRD-03","75-497-64819-160"
"a0Qak00000ktCXnEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCXnEAM","Oil","Shut-In","Artificial Lift","7556.72","14448.55","13317.32","Monterey","2021-09-11","2022-07-22","2026-03-07","PRD-08","46-243-34523-161"
"a0Qak00000ktCWREA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCWREA2","Oil","Producing","Shut-In","1277.36","12308.47","7426.37","Permian Basin","2021-09-09","2022-04-23","2026-05-31","PRD-08","62-801-74451-162"
"a0Qak00000ktCchEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCchEAE","Gas","Producing","Artificial Lift","46765.47","5826.71","3558.96","Spraberry","2025-04-22","2025-10-18","2026-06-29","PRD-05","38-650-47836-163"
"a0Qak00000ktCalEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCalEAE","Oil","Suspended","Shut-In","11701.94","13943.76","10859.15","Utica","2022-10-05","2023-03-21","2026-06-06","PRD-06","79-942-15453-164"
"a0Qak00000ktCcDEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcDEAU","Gas","Producing","Shut-In","65416.06","7369.46","6512.73","Utica","2024-06-29","2025-06-06","2026-06-10","PRD-07","31-730-28249-166"
"a0Qak00000ktCbGEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCbGEAU","Oil","Shut-In","Shut-In","4396.4","12970.7","9834.35","Wolfcamp","2022-10-22","2023-06-15","2025-09-10","PRD-05","98-998-58374-169"
"a0Qak00000ktCiuEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCiuEAE","Gas","Producing","Artificial Lift","229.71","7383.26","6592.11","Bakken","2026-02-08","2026-05-29","2026-06-16","PRD-08","10-538-36518-172"
"a0Qak00000ktCjXEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCjXEAU","Injection","Producing","Flowing","4372.12","9136.17","5780.17","Niobrara","2026-02-13","2026-04-26","2026-06-19","PRD-03","16-505-91999-173"
"a0Qak00000ktCWZEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCWZEA2","Oil","Producing","Artificial Lift","2248.61","18324.08","15445.57","Barnett","2023-04-20","2023-09-14","2026-06-18","PRD-02","23-205-51071-175"
"a0Qak00000ktCYgEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCYgEAM","Oil","Shut-In","Shut-In","9607.16","9816.49","7304.44","Wolfcamp","2019-02-24","2019-07-15","2026-04-17","PRD-02","27-870-26142-177"
"a0Qak00000ktCavEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCavEAE","Oil","Shut-In","Artificial Lift","14467.11","11774.04","7640.65","Haynesville","2017-01-25","2017-04-08","2026-01-24","PRD-05","98-127-96298-178"
"a0Qak00000ktCgUEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCgUEAU","Oil","Producing","Shut-In","79147.36","14339.24","9265.93","Tuscaloosa","2024-02-24","2024-10-26","2026-06-19","PRD-03","70-888-19567-180"
"a0Qak00000ktCg0EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCg0EAE","Gas","Producing","Artificial Lift","26416.98","5126.65","3322.19","Bakken","2025-03-06","2025-12-15","2026-05-31","PRD-06","76-629-43980-184"
"a0Qak00000ktCfBEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCfBEAU","Injection","Producing","Artificial Lift","71774.9","12329.36","7907.06","Monterey","2025-10-12","2026-05-01","2026-06-05","PRD-07","44-636-18371-185"
"a0Qak00000ktCZkEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCZkEAM","Oil","Suspended","Shut-In","1617.52","13462.37","9774.26","Barnett","2017-10-29","2018-02-21","2026-06-19","PRD-03","42-891-23487-186"
"a0Qak00000ktCWnEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCWnEAM","Oil","Suspended","Shut-In","2172.34","16889.36","10148.8","Tuscaloosa","2023-12-08","2024-05-11","2026-06-29","PRD-08","56-492-29671-187"
"a0Qak00000ktCauEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCauEAE","Oil","Producing","Abandoned","1012.77","17637.39","14990.15","Wolfcamp","2019-05-27","2019-10-18","2026-06-20","PRD-04","63-837-51934-188"
"a0Qak00000ktCYvEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCYvEAM","Oil","Suspended","Artificial Lift","1752.59","13480.95","9829.25","Haynesville","2017-09-01","2018-03-05","2026-06-07","PRD-04","69-477-87554-190"
"a0Qak00000ktCYyEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Plugged".:--","a0Qak00000ktCYyEAM","Oil","Plugged","Abandoned","11750.35","16789.56","13285.51","Spraberry","2021-06-15","2021-09-30","2026-05-28","PRD-07","13-338-80981-191"
"a0Qak00000ktCY6EAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCY6EAM","Oil","Producing","Flowing","13219.38","19411.88","11657.06","Wolfcamp","2019-10-07","2020-04-11","2026-06-27","PRD-04","77-343-65026-192"
"a0Qak00000ktCcOEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCcOEAU","Oil","Producing","Flowing","79802.35","12116.52","7664.42","Monterey","2024-12-14","2025-10-06","2026-06-17","PRD-06","68-865-21128-193"
"a0Qak00000ktCbSEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCbSEAU","Oil","Shut-In","Shut-In","6218.09","15102.75","9390.87","Wolfcamp","2022-08-14","2023-01-12","2026-01-02","PRD-05","50-920-61505-194"
"a0Qak00000ktCZsEAM","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Suspended".:--","a0Qak00000ktCZsEAM","Oil","Suspended","Shut-In","5111.84","11263.47","7052.52","Marcellus","2022-01-26","2022-12-21","2026-06-27","PRD-03","23-268-68925-195"
"a0Qak00000ktCdmEAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCdmEAE","Injection","Producing","Flowing","49835.1","14646.35","9852.2","Haynesville","2024-08-30","2025-02-11","2026-06-03","PRD-02","21-261-99922-196"
"a0Qak00000ktChMEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktChMEAU","Gas","Producing","Artificial Lift","201.65","8851.47","6326.39","Eagle Ford","2025-09-27","2026-04-27","2026-06-18","PRD-01","96-406-44100-197"
"a0Qak00000ktCd2EAE","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCd2EAE","Gas","Producing","Flowing","44393.08","12480.78","8579.89","Barnett","2025-11-07","2026-02-16","2026-06-27","PRD-01","17-950-39135-198"
"a0Qak00000ktCeOEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCeOEAU","Gas","Producing","Flowing","59608.54","14375.75","9048.3","Utica","2025-07-02","2025-09-08","2026-06-30","PRD-02","35-761-68121-199"
"a0Qak00000ktCbNEAU","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Producing".:--","a0Qak00000ktCbNEAU","Oil","Producing","Flowing","12228.86","9470.33","8805.5","Bakken","2021-09-23","2022-08-12","2026-06-17","PRD-07","73-130-60165-200"
"a0Qak00000ktCYGEA2","FIELD_CUSTOM_VALIDATION_EXCEPTION:Invalid status transition from "Permitted" to "Shut-In".:--","a0Qak00000ktCYGEA2","Oil","Shut-In","Artificial Lift","3613.38","10245.81","7151.05","Monterey","2022-09-14","2022-10-31","2025-07-21","PRD-04","92-402-75390-201"
